CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.0863838195800781,1.7198500633239746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.07179594039917,1.7220468521118164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.1213533878326416,1.7113358974456787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.062248945236206,1.7072601318359375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.097337007522583,1.7028460502624512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0864388942718506,1.7157199382781982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.081981897354126,1.5318090915679932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0738251209259033,1.731090784072876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0860340595245361,1.7048039436340332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0775060653686523,1.7099151611328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
