CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.0838871002197266,1.704153060913086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0635969638824463,1.7031762599945068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0604197978973389,1.7087013721466064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0647449493408203,1.714784860610962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.08833909034729,1.6932199001312256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0415749549865723,1.7103517055511475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0735979080200195,1.5197579860687256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0566272735595703,1.7155227661132812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.078843116760254,1.7221570014953613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0732319355010986,1.7171330451965332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
