,0,10,20,30,40,50,60,70,80,90,100
MAE,11.155266476676436,7.146036895796882,6.654780359479333,5.792025858222487,5.1694042244848415,4.736665017403171,4.703299058787066,4.141642741269554,3.508490026997102,3.2820998036105915,3.0986233667096865
RMSE,13.952928178018265,9.180852336366533,8.307294030268654,7.386940805876519,6.800373852623271,6.229214977486563,6.3026439089218025,5.7149063663605935,4.876204096089785,4.6360915661086635,4.458583276871195
