,0,10,20,30,40,50,60,70,80,90,100
MAE,7.54766392398959,4.966507895494222,4.000754110509912,3.666952808785504,2.961463328219455,2.8330323186858712,2.8194380719523164,2.4240390537513394,2.5657144445645526,2.484704591234568,2.2289469240380253
RMSE,9.205406257386576,6.290582958551215,5.285733707532386,4.870914237527397,4.051671517041721,3.796599459051136,3.7252273286693938,3.276704298317406,3.4462077365847263,3.465760163686374,3.1516429218429916
