fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0.8602030277252197,0.7635488510131836,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.8028631210327148,0.6524910926818848,0.9999970352941177,-0.005999999999999783,-0.00012587412587412131,-7.552447552447006e-07,-4.713209023017907e-08,-0.0
0.7846660614013672,0.6723017692565918,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7872741222381592,0.6591029167175293,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7774708271026611,0.6549592018127441,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7808208465576172,0.6724960803985596,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7886908054351807,0.6552069187164307,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.8341891765594482,0.6690449714660645,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.8077590465545654,0.7652900218963623,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7944118976593018,0.6701540946960449,0.9999999719402985,-0.0009999999999998899,-7.042253521125985e-06,-7.042253521125209e-09,-4.4003083506973435e-10,-0.0
