fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0.7825331687927246,0.6406428813934326,0.9999999707792208,-0.0009999999999998899,-7.352941176469779e-06,-7.352941176468969e-09,-4.5944396014634027e-10,-0.0
0.7925782203674316,0.6571776866912842,0.999999940856708,-0.0009999999999998899,-1.4705882352939557e-05,-1.4705882352937938e-08,-7.536204415208195e-10,-0.0
0.7825789451599121,0.67209792137146,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7800331115722656,0.6584911346435547,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.789395809173584,0.643395185470581,0.9999963055011959,-0.008000000000000007,-0.00013970588235293885,-9.191176470587974e-07,-4.684765265395362e-08,-0.0
0.8108270168304443,0.6590049266815186,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7924509048461914,0.6528990268707275,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.8193678855895996,0.6504371166229248,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7931199073791504,0.6593308448791504,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7864830493927002,0.6482031345367432,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
