fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0.7376179695129395,0.7653639316558838,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7485690116882324,0.6463871002197266,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7731378078460693,0.666696310043335,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7706382274627686,0.6475529670715332,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.8071630001068115,0.6657459735870361,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.8264420032501221,0.7450690269470215,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7819972038269043,0.7518038749694824,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7928910255432129,0.6578807830810547,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7760870456695557,0.6568257808685303,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.7371189594268799,0.6656122207641602,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
