fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0.8955121040344238,0.7697429656982422,0.9999987447716603,-0.004999999999999893,-0.00010948905109490115,-3.1386861313870126e-07,-1.1032085887198101e-08,-0.0
0.8327820301055908,0.6661999225616455,0.9999986234809027,-0.006000000000000227,-8.088235294118389e-05,-3.4558823529415254e-07,-9.787573365819482e-09,-0.0
0.8322687149047852,0.7467801570892334,0.9999993005417118,-0.0030000000000001137,-0.00010294117647060303,-1.7647058823532056e-07,-5.262769165182661e-09,-0.0
0.8734581470489502,0.6524009704589844,0.9999997958874459,-0.0019999999999997797,-3.676470588235869e-05,-5.147058823530237e-08,-1.96840025371978e-09,-0.0
0.8164751529693604,0.6694588661193848,0.9999474835069444,-0.041999999999999815,-0.00035294117647058853,-1.3161764705882237e-05,-5.199032413760825e-07,-0.0
0.8449051380157471,0.650752067565918,0.9999836947162427,-0.022999999999999687,-0.00023529411764706555,-4.102941176470495e-06,-1.6330758862233298e-07,-0.0
0.8289260864257812,0.6556491851806641,0.9999997932159165,-0.001000000000000334,-5.1470588235311305e-05,-5.147058823532849e-08,-1.6993061533729144e-09,-0.0
0.829334020614624,0.6599769592285156,0.999999823016565,-0.0019999999999997797,-2.9411764705885644e-05,-4.4117647058826877e-08,-1.6743414194075901e-09,-0.0
0.8276259899139404,0.6610598564147949,0.9999963716216216,-0.009999999999999787,-0.0001691176470588343,-9.044117647058727e-07,-2.650291491352397e-08,-0.0
0.8438971042633057,0.6567230224609375,0.9999993924242424,-0.0039999999999995595,-6.617647058824433e-05,-1.54411764705881e-07,-6.082638155694341e-09,-0.0
