CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,6.2646379470825195,1.882554292678833,0.9460043196544277,0.9586092715231789,0.9460043196544278,0.9423879987855439,0.9460043196544277,0.9460043196544277,0.9327956989247312,0.9586092715231789
1,7.120901107788086,1.9897558689117432,0.9568034557235421,0.9668874172185431,0.9568034557235421,0.9536369462468958,0.9568034557235421,0.9568034557235421,0.9447513812154695,0.9668874172185431
2,5.901954889297485,2.3007121086120605,0.9481641468682506,0.9602649006622517,0.9481641468682506,0.9446282639027308,0.9481641468682506,0.9481641468682506,0.9351351351351351,0.9602649006622517
3,6.2970428466796875,1.9922621250152588,0.9395248380129589,0.9536423841059603,0.9395248380129589,0.9356944444444444,0.9395248380129589,0.9395248380129589,0.9259259259259259,0.9536423841059603
4,6.9033238887786865,1.7819781303405762,0.9449244060475162,0.9577814569536424,0.9449244060475162,0.9412695945231715,0.9449244060475162,0.9449244060475162,0.9316353887399464,0.9577814569536424
5,7.064232110977173,1.8926887512207031,0.9481641468682506,0.9602649006622517,0.9481641468682506,0.9446282639027308,0.9481641468682506,0.9481641468682506,0.9351351351351351,0.9602649006622517
6,6.813281059265137,2.0966389179229736,0.9438444924406048,0.956953642384106,0.9438444924406048,0.9401523286799507,0.9438444924406048,0.9438444924406048,0.9304812834224598,0.956953642384106
7,5.531560897827148,1.6784052848815918,0.9503239740820735,0.9619205298013245,0.9503239740820734,0.946873207114171,0.9503239740820735,0.9503239740820735,0.9375,0.9619205298013245
8,6.160337924957275,2.186479091644287,0.9481081081081081,0.9601990049751243,0.9481081081081081,0.9445925304741083,0.9481081081081081,0.9481081081081081,0.9351351351351351,0.9601990049751243
9,6.934327125549316,2.6933038234710693,0.9545454545454546,0.9651741293532339,0.9545454545454546,0.951257008500633,0.9545454545454546,0.9545454545454546,0.9421487603305785,0.9651741293532339
