CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,6.341940879821777,1.8922901153564453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,6.338397979736328,2.2162837982177734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,6.121016979217529,1.99509596824646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,5.698500156402588,1.6859328746795654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,5.907045841217041,2.345686912536621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,6.118515968322754,1.8777709007263184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,5.657930850982666,2.187730073928833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,5.937536001205444,1.7651939392089844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,6.054224014282227,2.082310914993286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,5.9234349727630615,3.3843090534210205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
