CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,8.98723816871643,2.08565092086792,0.9484649122807017,0.9587503701510216,0.9484649122807017,0.9440194855654014,0.9484649122807017,0.9484649122807017,0.9341220347273171,0.9587503701510216
1,6.632991790771484,2.2789790630340576,0.9385964912280702,0.9537190082644629,0.9385964912280702,0.9339455236814196,0.9385964912280702,0.9385964912280702,0.9228650137741047,0.9537190082644629
2,6.8550238609313965,1.878654956817627,0.9528508771929824,0.963660591703233,0.9528508771929824,0.9487837846662183,0.9528508771929824,0.9528508771929824,0.9387686475910981,0.963660591703233
3,7.267484188079834,2.95324969291687,0.9473684210526315,0.9595283602982745,0.9473684210526315,0.9430178069353328,0.9473684210526315,0.9473684210526315,0.9325333076568336,0.9595283602982745
4,7.95222806930542,2.2795448303222656,0.9495614035087719,0.9611812528602579,0.9495614035087719,0.9453200352437607,0.9495614035087719,0.9495614035087719,0.9350061703002879,0.9611812528602579
5,6.8807151317596436,2.270473003387451,0.944078947368421,0.956246803241177,0.944078947368421,0.9394960344354355,0.944078947368421,0.944078947368421,0.9289988457566369,0.956246803241177
6,7.307107210159302,2.1685550212860107,0.9616228070175439,0.970272161951167,0.9616228070175439,0.9580837772924904,0.9616228070175439,0.9616228070175439,0.9491258741258741,0.970272161951167
7,7.135256052017212,2.5688798427581787,0.954945054945055,0.9652534302904385,0.954945054945055,0.9509736287793078,0.954945054945055,0.954945054945055,0.941144029755034,0.9652534302904385
8,7.416423797607422,3.059140205383301,0.945054945054945,0.9586092715231789,0.945054945054945,0.940646703087415,0.945054945054945,0.945054945054945,0.9297752808988764,0.9586092715231789
9,7.647262096405029,2.471755027770996,0.9626373626373627,0.9702419599186253,0.9626373626373627,0.9590890098323892,0.9626373626373627,0.9626373626373627,0.9506387921022068,0.9702419599186253
