CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,4.964292764663696,1.8736450672149658,0.9814356435643564,0.9762658227848101,0.9814356435643564,0.9803369009203693,0.9814356435643564,0.9814356435643564,0.985207100591716,0.9762658227848101
1,5.326396942138672,1.778304100036621,0.9863861386138614,0.9825949367088608,0.9863861386138614,0.985615679039319,0.9863861386138614,0.9863861386138614,0.989065606361829,0.9825949367088608
2,4.482565879821777,1.883004903793335,0.9801734820322181,0.9746031746031746,0.9801734820322181,0.9789706840390879,0.9801734820322181,0.9801734820322181,0.984251968503937,0.9746031746031746
3,4.6981589794158936,1.8971037864685059,0.990086741016109,0.9873015873015873,0.990086741016109,0.9895368737682813,0.990086741016109,0.990086741016109,0.992,0.9873015873015873
4,5.304708242416382,1.7797818183898926,0.9826517967781908,0.9777777777777779,0.9826517967781908,0.9816223355802514,0.9826517967781908,0.9826517967781908,0.9861660079051384,0.9777777777777779
5,6.196887016296387,2.198643922805786,0.9838909541511772,0.9793650793650794,0.9838909541511772,0.9829455952947985,0.9838909541511772,0.9838909541511772,0.9871287128712871,0.9793650793650794
6,4.79069185256958,2.100353956222534,0.9888475836431226,0.9857142857142858,0.9888475836431226,0.9882219011340251,0.9888475836431226,0.9888475836431226,0.9910179640718563,0.9857142857142858
7,4.664430856704712,1.9920198917388916,0.9714993804213135,0.9634920634920635,0.9714993804213135,0.9696343061501941,0.9714993804213135,0.9714993804213135,0.9776699029126213,0.9634920634920635
8,5.735228061676025,1.6840839385986328,0.976456009913259,0.9698412698412698,0.976456009913259,0.9749801332500045,0.976456009913259,0.976456009913259,0.9814090019569471,0.9698412698412698
9,4.511179208755493,1.7850277423858643,0.9801488833746899,0.9746031746031746,0.9801488833746899,0.9789546519749597,0.9801488833746899,0.9801488833746899,0.9842209072978303,0.9746031746031746
