fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
3.7045650482177734,1.8602051734924316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.493543863296509,2.000180959701538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.4946539402008057,2.1835782527923584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5112931728363037,2.2944529056549072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.933577060699463,1.9662151336669922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.574610948562622,1.666675090789795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.833739995956421,1.7779550552368164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.2897207736968994,1.6747641563415527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.1383211612701416,1.6791210174560547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.1130530834198,1.670051097869873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
