fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
3.8078510761260986,1.8147869110107422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5265138149261475,1.7083771228790283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.899937868118286,1.7320210933685303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5790529251098633,1.7276279926300049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5796830654144287,1.7326850891113281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5602009296417236,1.7310659885406494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.6380279064178467,1.7271218299865723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.460771083831787,1.7163429260253906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.4404489994049072,1.7317986488342285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.431591033935547,1.712644100189209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
