fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
4.133104085922241,2.4904749393463135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.927107095718384,2.491525888442993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.079352140426636,2.485320806503296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.069762229919434,2.49003005027771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.146495342254639,2.4892396926879883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.311007022857666,2.4865729808807373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.049499034881592,2.489629030227661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.143615007400513,2.490957021713257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.144689083099365,2.4818382263183594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.215250730514526,2.655137062072754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
