fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
4.188521146774292,1.9097468852996826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.094738960266113,2.214076042175293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.506209850311279,2.489298105239868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.424922943115234,2.4931890964508057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.581986904144287,2.476513147354126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.487361907958984,2.4888901710510254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.466400861740112,2.477238178253174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.693127870559692,2.4824960231781006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.260945796966553,2.506477117538452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.221708059310913,2.497537136077881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
