fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
3.807370901107788,1.844161033630371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.511636257171631,1.7388567924499512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.6516950130462646,1.7096011638641357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.6804792881011963,1.7175517082214355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.721017837524414,1.7274842262268066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.7155888080596924,2.3492519855499268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.7653512954711914,1.7041327953338623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5864691734313965,1.742156744003296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5843987464904785,1.7238903045654297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.63555908203125,1.7215418815612793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
