fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
5.158468008041382,2.5166239738464355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.076182842254639,3.040097236633301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.077150106430054,2.499382972717285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.916075944900513,2.506216049194336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.913965940475464,2.5103230476379395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.880024671554565,2.508671998977661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.891568899154663,2.5211539268493652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.766002893447876,2.5129029750823975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.5723350048065186,2.494300127029419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.603698968887329,2.485841751098633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
