fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
2.4214348793029785,1.8569369316101074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.22287917137146,1.673995018005371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.214982032775879,1.664119005203247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.27388596534729,1.6679470539093018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.2772841453552246,1.6682360172271729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.350882053375244,1.7678577899932861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.3892908096313477,1.6756110191345215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1542980670928955,1.6805989742279053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.255983829498291,1.6662471294403076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.163266181945801,1.6779210567474365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
