fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.5638389587402344,1.7230029106140137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4873218536376953,1.729936122894287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.494292974472046,1.7207751274108887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4872467517852783,1.7430641651153564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4487171173095703,1.701066017150879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4755520820617676,1.7192339897155762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4589581489562988,1.7358908653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5102109909057617,1.720947027206421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4986958503723145,1.7164630889892578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.453794002532959,1.7100341320037842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
