fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.5588490962982178,1.7276370525360107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5305347442626953,1.7447712421417236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5233299732208252,1.7087969779968262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5199060440063477,1.7115037441253662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5004808902740479,1.7276790142059326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5383880138397217,1.719783067703247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5015289783477783,1.731194019317627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5087149143218994,1.7200379371643066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5080959796905518,1.7333109378814697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5687458515167236,1.707282304763794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
