fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.73753023147583,1.7143080234527588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.7521209716796875,1.7332777976989746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.6899089813232422,1.7194609642028809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.6903212070465088,1.719613790512085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.6812801361083984,1.7162878513336182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.681239128112793,1.719308614730835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.7134931087493896,1.7250761985778809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.6927688121795654,1.7252261638641357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.6859779357910156,1.8274750709533691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.7382771968841553,1.729335069656372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
