fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.4878993034362793,1.6750457286834717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5245792865753174,1.6808171272277832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5050621032714844,1.6710107326507568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.45662522315979,1.6769726276397705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4981670379638672,1.6712141036987305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5295281410217285,1.6734647750854492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5119760036468506,1.6826989650726318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.570493221282959,1.6636738777160645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5044169425964355,1.7013938426971436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.478560209274292,1.6798748970031738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
