fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.5148601531982422,1.727046012878418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4961681365966797,1.722588062286377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.508782148361206,1.7190630435943604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4818549156188965,1.713428020477295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5235910415649414,1.7262530326843262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5463731288909912,1.7213141918182373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5944859981536865,1.7124359607696533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4903738498687744,1.7360739707946777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4865670204162598,1.721039056777954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5172722339630127,1.7084858417510986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
