fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.5027060508728027,1.6742699146270752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5743451118469238,1.678765058517456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4730162620544434,1.6806609630584717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5215659141540527,1.688460111618042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.475050926208496,1.6775031089782715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4627587795257568,1.6782679557800293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4922449588775635,1.7282590866088867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5536460876464844,1.7233307361602783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5492253303527832,1.7098119258880615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4720799922943115,1.7344231605529785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
