fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.4805920124053955,1.6817290782928467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4609918594360352,1.6837072372436523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5053987503051758,1.6831691265106201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.460625171661377,1.6784789562225342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.473966121673584,1.687657117843628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4584507942199707,1.6743528842926025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4754319190979004,1.679311752319336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.504749059677124,1.675624132156372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4683539867401123,1.6789970397949219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4970378875732422,1.6704680919647217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
