,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
MAE,0.721652066502078,0.5048525914652174,0.4147427815708065,0.3565450266649423,0.3201064216658593,0.2770529343333047,0.2518034999177861,0.23045608947609,0.214879216033704,0.20312168891971533,0.19121752053481064,0.18252508793870867,0.17387094696101502,0.16170339569372658,0.15728703709602704,0.15358003713476692,0.14647027261901355,0.14186125254328694,0.1352677981762979,0.13277278128158534,0.12679111635280524
RMSE,0.837290922085979,0.6015538835280589,0.5008065912854917,0.4343334659090216,0.3987574014387377,0.34643536426063937,0.32075263684383226,0.2958157473287579,0.28241169668422983,0.2687483493190434,0.2562977489533773,0.2482896817816129,0.24004289352569935,0.22495222807173088,0.22104413834700884,0.21745649317352989,0.2096744871478999,0.2051447823236903,0.19750428517239926,0.1936892010857449,0.1887696472255151
