,0,10,20,30,40,50,60,70,80,90,100
MAE,29.1569315438678,9.694743652317984,3.837798801969465,3.8514645570320303,3.975750471921399,3.003206860030533,2.777798893036493,2.542708780180876,2.453664804665628,2.8829758647684454,2.6916998656286655
RMSE,33.22334114487215,13.908306913974771,5.725862483402898,4.932213588438138,5.163316216361053,4.0719995111749165,4.4888628689492345,4.221601601845439,4.134249770832465,5.237407761326873,4.501092184413231
