,0,10,20,30,40,50,60,70,80,90,100
MAE,0.9096378817596641,0.2667651428283693,0.19422745053464785,0.1763489279811187,0.15920329573044195,0.15149661841061846,0.1504526652190336,0.11993823858432297,0.12536005775322748,0.11999972782112513,0.124553715921043
RMSE,1.11984570457053,0.4346217764800013,0.3864795954484365,0.37365171789981644,0.32470799698063013,0.32802618374503073,0.3374768726109129,0.2718202458632877,0.2829570630399882,0.27264215373384076,0.270902012001445
