valuation metrics,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_9,subject_10,subject_12,subject_13,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22,subject_24,subject_25
Accuracy,0.3553142655367232,0.35042918454935623,0.2511690740933181,0.0944700460829493,0.2795979151154133,0.4693089813594426,0.32684635594044953,0.2992487479131887,0.431775905460116,0.6287560581583199,0.5920600858369098,0.3134113411341134,0.17766588743031828,0.2059871703492516,0.2938316949335638,0.17903605501177053,0.3968040985606245,0.5082451950415103,0.4453817405232248,0.4620972836386608
Precision,0.6250805013247522,0.126802833309724,0.0835256312410922,0.22455203170738774,0.5317254341848459,0.4484390210430433,0.5408538226234474,0.481605648306003,0.6880692041247626,0.823413193017859,0.6936246719584855,0.7474239813532807,0.08251743601393513,0.2152698641414076,0.10876773527957016,0.21563035381323165,0.3153143974093356,0.7807161349940843,0.8354831785962132,0.7759659686925882
Recall,0.3553142655367232,0.35042918454935623,0.2511690740933181,0.0944700460829493,0.2795979151154133,0.4693089813594426,0.32684635594044953,0.2992487479131887,0.431775905460116,0.6287560581583199,0.5920600858369098,0.3134113411341134,0.17766588743031828,0.2059871703492516,0.2938316949335638,0.17903605501177053,0.3968040985606245,0.5082451950415103,0.4453817405232248,0.4620972836386608
F1 score,0.2623565792118814,0.18622142610890646,0.1253623384386904,0.1329904245521114,0.2353529808913237,0.4455925494322979,0.34536548044059806,0.28254548583215705,0.5303039757892475,0.6231786069217622,0.6208289297319868,0.176016401184233,0.11269387525547107,0.12219856134731773,0.15876529181555046,0.16315169198299725,0.32032866667279564,0.6022195669552473,0.4158342327063855,0.39828225536644907
