CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.1993489265441895,1.684413194656372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2.1562178134918213,1.6828839778900146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.135377883911133,1.6864330768585205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2.0969669818878174,1.688283920288086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,2.118699073791504,1.6796889305114746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,2.055002212524414,1.6775140762329102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,2.099310874938965,1.6860222816467285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2.0628769397735596,1.6829371452331543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,2.0578019618988037,1.6844947338104248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2.0558698177337646,1.6839320659637451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
