CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.7429189682006836,1.7321670055389404,0.9638989169675091,0.9628252788104089,0.9638989169675091,0.9637458281526079,0.9638989169675091,0.9638989169675091,0.9672131147540983,0.9628252788104089
1,2.6802561283111572,1.7262568473815918,0.9783393501805054,0.9776951672862453,0.9783393501805054,0.9782838775430207,0.9783393501805054,0.9783393501805054,0.9797979797979798,0.9776951672862453
2,2.6458680629730225,1.7168362140655518,0.9729241877256317,0.9721189591078068,0.9729241877256317,0.9728391430112271,0.9729241877256317,0.9729241877256317,0.975,0.9721189591078068
3,2.597440004348755,1.9383418560028076,0.9657039711191335,0.9646840148698885,0.9657039711191335,0.9655665361427062,0.9657039711191335,0.9657039711191335,0.96875,0.9646840148698885
4,3.138132095336914,2.231895923614502,0.9602888086642599,0.9591078066914498,0.9602888086642599,0.9601010894615545,0.9602888086642599,0.9602888086642599,0.9641693811074918,0.9591078066914498
5,2.5595929622650146,1.726301908493042,0.9746835443037974,0.9738805970149254,0.9746835443037974,0.9746037369443132,0.9746835443037974,0.9746835443037974,0.9765886287625418,0.9738805970149254
6,2.575850009918213,1.7375149726867676,0.9619565217391305,0.960820895522388,0.9619565217391305,0.9617848253581025,0.9619565217391305,0.9619565217391305,0.9655737704918033,0.960820895522388
7,2.5963289737701416,1.7313508987426758,0.9746376811594203,0.9738805970149254,0.9746376811594203,0.9745625469052415,0.9746376811594203,0.9746376811594203,0.9765100671140939,0.9738805970149254
8,2.6064200401306152,1.7408409118652344,0.9692028985507246,0.9682835820895522,0.9692028985507246,0.9690924361444593,0.9692028985507246,0.9692028985507246,0.9717607973421927,0.9682835820895522
9,2.5940310955047607,1.7332448959350586,0.9637681159420289,0.9626865671641791,0.9637681159420289,0.9636133523176713,0.9637681159420289,0.9637681159420289,0.9671052631578947,0.9626865671641791
