CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.2562098503112793,1.6724212169647217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2.1224167346954346,1.682819128036499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.1841049194335938,1.6879758834838867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2.1367270946502686,1.6884410381317139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,2.090108871459961,1.6880261898040771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,2.0942587852478027,1.6867032051086426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,2.066338062286377,1.6854908466339111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2.089751958847046,1.6822760105133057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,2.0800321102142334,1.6747548580169678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2.101555109024048,1.6827037334442139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
