CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.834758996963501,1.6779441833496094,0.9925650557620818,0.9924242424242424,0.9925650557620818,0.9925600177010732,0.9925650557620818,0.9925650557620818,0.9928057553956835,0.9924242424242424
1,2.7745559215545654,1.6760828495025635,0.9944237918215614,0.9943181818181819,0.9944237918215614,0.9944205340938553,0.9944237918215614,0.9944237918215614,0.9945848375451263,0.9943181818181819
2,2.7060649394989014,1.6882009506225586,0.994413407821229,0.9943181818181819,0.994413407821229,0.9944106167056986,0.994413407821229,0.994413407821229,0.9945652173913043,0.9943181818181819
3,2.7233848571777344,1.6854171752929688,0.994413407821229,0.9943181818181819,0.994413407821229,0.9944106167056986,0.994413407821229,0.994413407821229,0.9945652173913043,0.9943181818181819
4,2.727538824081421,1.6918799877166748,0.9962756052141527,0.9962121212121212,0.9962756052141527,0.9962740417973411,0.9962756052141527,0.9962756052141527,0.9963636363636363,0.9962121212121212
5,2.656609058380127,1.6845769882202148,0.9981378026070763,0.9981060606060606,0.9981378026070763,0.9981371566141348,0.9981378026070763,0.9981378026070763,0.9981751824817517,0.9981060606060606
6,2.662256956100464,1.685373067855835,0.9925512104283054,0.9924242424242424,0.9925512104283054,0.9925468424705066,0.9925512104283054,0.9925512104283054,0.9927797833935018,0.9924242424242424
7,2.6611850261688232,1.692638874053955,0.9925512104283054,0.9924242424242424,0.9925512104283054,0.9925468424705066,0.9925512104283054,0.9925512104283054,0.9927797833935018,0.9924242424242424
8,2.692927122116089,1.69376802444458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2.6469268798828125,1.7821612358093262,0.9925512104283054,0.9924242424242424,0.9925512104283054,0.9925468424705066,0.9925512104283054,0.9925512104283054,0.9927797833935018,0.9924242424242424
