CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.8029212951660156,1.6859290599822998,0.9292543021032504,0.9286529179464678,0.9292543021032504,0.9290207571461584,0.9292543021032504,0.9292543021032504,0.9330230496453901,0.9286529179464678
1,2.644181966781616,1.6842949390411377,0.9369024856596558,0.9362000877577885,0.9369024856596558,0.93663468846031,0.9369024856596558,0.9369024856596558,0.942136630492795,0.9362000877577885
2,2.6712911128997803,1.686424970626831,0.9388145315487572,0.9382404563405002,0.9388145315487572,0.9386258287860119,0.9388145315487572,0.9388145315487572,0.9423684521348845,0.9382404563405002
3,3.761522054672241,1.6834051609039307,0.9426386233269598,0.9420140412461606,0.9426386233269598,0.942436382847583,0.9426386233269598,0.9426386233269598,0.9468769408215776,0.9420140412461606
4,2.689894199371338,1.6867389678955078,0.9386973180076629,0.9381606765327696,0.9386973180076629,0.9384941675503713,0.9386973180076629,0.9386973180076629,0.9428418803418803,0.9381606765327696
5,2.665369987487793,1.6826848983764648,0.9501915708812261,0.9498326286116984,0.9501915708812261,0.9501029411764705,0.9501915708812261,0.9501915708812261,0.9521694214876033,0.9498326286116984
6,2.6420419216156006,1.6876709461212158,0.9367816091954023,0.9362667371388302,0.9367816091954023,0.9365858866232518,0.9367816091954023,0.9367816091954023,0.9405812143227815,0.9362667371388302
7,2.6467370986938477,1.6873748302459717,0.9578544061302682,0.9575405214940098,0.9578544061302682,0.9577924464503609,0.9578544061302682,0.9578544061302682,0.9594291779691001,0.9575405214940098
8,2.6525259017944336,1.6776010990142822,0.9597701149425287,0.95934637068358,0.9597701149425287,0.9596776270051754,0.9597701149425287,0.9597701149425287,0.9625722607448586,0.95934637068358
9,2.6543610095977783,1.6846280097961426,0.9540229885057471,0.9535324171952079,0.9540229885057472,0.9538903202061098,0.9540229885057471,0.9540229885057471,0.9576715657224132,0.9535324171952079
