CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.207512855529785,1.6870372295379639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2.1779887676239014,1.6899750232696533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0808420181274414,1.682736873626709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2.1103317737579346,1.6818020343780518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,2.190077781677246,1.6639862060546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,2.118072032928467,1.6795430183410645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,2.0640969276428223,1.6850659847259521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2.0750138759613037,1.6834642887115479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,2.0781469345092773,1.6866850852966309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2.0805680751800537,1.6888329982757568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
