CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.7933120727539062,1.6887660026550293,0.9613259668508287,0.960750251078961,0.9613259668508287,0.9612370951786873,0.9613259668508287,0.9613259668508287,0.9632019865742509,0.960750251078961
1,2.7408440113067627,1.6812360286712646,0.9613259668508287,0.9608248961754566,0.9613259668508287,0.9612502676086492,0.9613259668508287,0.9613259668508287,0.9627845168324929,0.9608248961754566
2,2.7340569496154785,1.6854441165924072,0.9612546125461254,0.9606225733941829,0.9612546125461254,0.9611582234204106,0.9612546125461254,0.9612546125461254,0.9631780821917808,0.9606225733941829
3,2.711759090423584,1.6812849044799805,0.9612546125461254,0.9606225733941829,0.9612546125461254,0.9611582234204106,0.9612546125461254,0.9612546125461254,0.9631780821917808,0.9606225733941829
4,2.7228829860687256,1.6879100799560547,0.9612546125461254,0.9606225733941829,0.9612546125461254,0.9611582234204106,0.9612546125461254,0.9612546125461254,0.9631780821917808,0.9606225733941829
5,2.714123010635376,1.694051742553711,0.959409594095941,0.9588175192425584,0.959409594095941,0.9593159733595371,0.959409594095941,0.959409594095941,0.9611040374584138,0.9588175192425584
6,2.7331860065460205,1.726524829864502,0.9391143911439115,0.9379810639602206,0.9391143911439115,0.9387975075536454,0.9391143911439115,0.9391143911439115,0.9443553737284387,0.9379810639602206
7,2.809860944747925,1.7077090740203857,0.9630314232902033,0.9627905386929176,0.9630314232902033,0.9629948835809461,0.9630314232902033,0.9630314232902033,0.9634368410964156,0.9627905386929176
8,2.6787002086639404,1.7333025932312012,0.966728280961183,0.9662633305988515,0.966728280961183,0.9666680358169719,0.966728280961183,0.966728280961183,0.9680294795783926,0.9662633305988515
9,2.6835379600524902,1.723766803741455,0.9593345656192237,0.9587161607875307,0.9593345656192237,0.9592330246067847,0.9593345656192237,0.9593345656192237,0.9614416570391153,0.9587161607875307
