CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.8059728145599365,1.6767680644989014,0.9926739926739927,0.9928315412186379,0.9926739926739927,0.9926724195777918,0.9926739926739927,0.9926739926739927,0.992619926199262,0.9928315412186379
1,2.7682440280914307,1.6778790950775146,0.9963369963369964,0.9964157706093191,0.9963369963369964,0.9963357672071298,0.9963369963369964,0.9963369963369964,0.9962825278810409,0.9964157706093191
2,2.726998805999756,1.6754331588745117,0.989010989010989,0.989247311827957,0.989010989010989,0.9890096618357488,0.989010989010989,0.989010989010989,0.989010989010989,0.989247311827957
3,2.7263736724853516,1.6798899173736572,0.9816849816849816,0.9820788530465949,0.9816849816849816,0.981684735938171,0.9816849816849816,0.9816849816849816,0.9819494584837545,0.9820788530465949
4,2.790289878845215,1.6770789623260498,0.9944852941176471,0.9946043165467626,0.9944852941176471,0.9944837842862213,0.9944852941176471,0.9944852941176471,0.9944237918215613,0.9946043165467626
5,2.7516326904296875,1.6893281936645508,0.9963235294117647,0.9964028776978417,0.9963235294117647,0.9963222866723456,0.9963235294117647,0.9963235294117647,0.9962686567164178,0.9964028776978417
6,2.707731246948242,1.6817717552185059,0.9889705882352942,0.9892086330935252,0.9889705882352942,0.9889692463670159,0.9889705882352942,0.9889705882352942,0.9889705882352942,0.9892086330935252
7,2.6558420658111572,1.7797911167144775,0.9963235294117647,0.9964028776978417,0.9963235294117647,0.9963222866723456,0.9963235294117647,0.9963235294117647,0.9962686567164178,0.9964028776978417
8,2.7336130142211914,1.6709020137786865,0.9944852941176471,0.9946043165467626,0.9944852941176471,0.9944837842862213,0.9944852941176471,0.9944852941176471,0.9944237918215613,0.9946043165467626
9,2.7408108711242676,1.6770951747894287,0.9889705882352942,0.9892086330935252,0.9889705882352942,0.9889692463670159,0.9889705882352942,0.9889705882352942,0.9889705882352942,0.9892086330935252
