CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.2115471363067627,1.7447638511657715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2.0832772254943848,1.7153546810150146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0653069019317627,1.7094190120697021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2.1065661907196045,1.7273409366607666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,2.097537040710449,1.8125441074371338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,3.700303316116333,1.7198777198791504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,2.1317410469055176,1.7202539443969727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2.111409902572632,1.73543119430542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,2.077054977416992,1.7295269966125488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2.0779850482940674,1.7268760204315186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
