CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.223085880279541,1.735814094543457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2.1784298419952393,1.7327871322631836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.079784870147705,1.7246172428131104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2.0902762413024902,1.7340049743652344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,2.088779926300049,1.7352418899536133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,2.1012139320373535,1.7258532047271729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,2.220982074737549,1.753741979598999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2.135349988937378,1.7411727905273438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,2.140950918197632,1.731384038925171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2.130786895751953,1.7156362533569336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
