,0,10,20,30,40,50,60,70,80,90,100
Accuracy,0.19295774647887323,0.7943661971830986,0.9197183098591549,0.956338028169014,0.9619718309859155,0.956338028169014,0.9549295774647887,0.9478873239436619,0.9549295774647887,0.9690140845070423,0.967605633802817
Precision,0.5837877263581489,0.8629920123165051,0.9436032943552939,0.9581687926299938,0.9629294155739031,0.9578897146615959,0.9555938873742946,0.947857128747238,0.9552396578392909,0.9694215322897135,0.968105509292727
Recall,0.19295774647887323,0.7943661971830986,0.9197183098591549,0.956338028169014,0.9619718309859155,0.956338028169014,0.9549295774647887,0.9478873239436619,0.9549295774647887,0.9690140845070423,0.967605633802817
F1 score,0.2887716965713056,0.820610677748102,0.9302526685367213,0.9571137267635929,0.9621179991240919,0.9565508534758788,0.9550658761343831,0.9478702592381116,0.955013803752749,0.9690901683483509,0.967694459804709
