fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.4723169803619385,2.5647940635681152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.29618501663208,2.537179946899414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2772631645202637,2.5711729526519775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.386648178100586,2.535195827484131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.283263921737671,2.539163827896118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.351747751235962,2.5724751949310303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.402414083480835,2.553269147872925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2869479656219482,2.552161931991577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2541980743408203,2.563314914703369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2903869152069092,2.549237012863159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
