fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.2512588500976562,1.7228631973266602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1996426582336426,1.7117383480072021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2027099132537842,1.726802110671997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.201063871383667,1.721473217010498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2004890441894531,1.7281091213226318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2024729251861572,1.7075080871582031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2081751823425293,1.7152256965637207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2021980285644531,1.724052906036377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1993660926818848,1.7189140319824219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1882030963897705,1.7441129684448242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
