fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.5564658641815186,1.735093116760254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4464712142944336,1.725989818572998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5067079067230225,1.8172359466552734,0.9969879518072289,0.9978632478632479,0.9969879518072289,0.9969788709000081,0.9969879518072289,0.9969879518072289,0.9961240310077519,0.9978632478632479
1.4322049617767334,1.7162702083587646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.467247724533081,1.711799144744873,0.9969788519637462,0.9978632478632479,0.9969788519637462,0.9969788709000081,0.9969788519637462,0.9969788519637462,0.9961240310077519,0.9978632478632479
1.4488511085510254,1.7156989574432373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4929051399230957,1.7336840629577637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4981210231781006,1.8974018096923828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4533131122589111,1.7147877216339111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.4706838130950928,1.7390050888061523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
