CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.7106168270111084,1.1904890537261963,0.8149729436073982,-0.9355507356664674,-0.1366234215385123,-0.051853172608408125,-1.4668273550034203e-05,-0.11266239565431846
1,1.689985752105713,1.2498559951782227,0.7194245415502967,-0.9893870988059135,-0.16748943369057573,-0.07903675741178212,-2.2352147553901666e-05,-0.10560741358730041
2,1.6324200630187988,1.2539117336273193,0.7488245615917235,-0.9560692300532949,-0.15499291497653325,-0.07266553967546181,-2.0550050418578734e-05,-0.10419162419011485
3,1.5957400798797607,1.2589380741119385,0.7952979745652746,-0.9285158154255697,-0.14856007777565777,-0.057910203165370835,-1.6383638300470654e-05,-0.11273651361391046
4,1.6433539390563965,1.2470149993896484,0.7546124604038736,-0.9728059552837891,-0.15906252651260036,-0.0716168540599581,-2.0245268008895902e-05,-0.10382163246227094
5,1.680382251739502,1.1499438285827637,0.7797957588470786,-0.9288361381438364,-0.14064361603228334,-0.062092251545560646,-1.7552358913416122e-05,-0.10786570235793391
6,1.5884079933166504,1.2542197704315186,0.7562084204901841,-0.9651368539626333,-0.1569672158495773,-0.07390953844573744,-2.0861517824364126e-05,-0.10476343517616016
7,1.6011850833892822,1.1467819213867188,0.6995973962968537,-0.9879216529512789,-0.16214384389907902,-0.08287270869085764,-2.3470772301604742e-05,-0.10303299832219892
8,1.6931989192962646,1.255113124847412,0.7770926100502602,-0.9244285141215798,-0.15240734699563713,-0.062397363293906154,-1.7690101117111837e-05,-0.12310980775736624
9,1.681757926940918,1.1417970657348633,0.7539216467951353,-0.969152212275894,-0.15811725462972304,-0.06975481233906095,-1.973336499504273e-05,-0.1034996591196915
