CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.1025729179382324,0.9396970272064209,0.51492850832115,-16.14656524651322,-3.7926178597099667,-31.842109339128466,-0.008341070240502686,-2.7758485847127545
1,2.2549521923065186,1.2587778568267822,0.48669206154852096,-16.495227973371186,-4.0558774958554675,-36.47537731237008,-0.009730750260709565,-0.8366694450906991
2,2.0737972259521484,1.3582499027252197,0.6318287687518916,-14.029466872434455,-3.528254634972153,-26.22621171431766,-0.006588159612276854,-1.4058668536493641
3,2.2549889087677,1.2619261741638184,0.5939907213848803,-14.185394796797837,-3.4710956476918415,-27.56245252184098,-0.007284474276658904,-0.6915538205742351
4,2.1867682933807373,2.4603090286254883,0.5288436704961588,-15.012904604366696,-3.6601782578470687,-30.065082093869226,-0.00805523825076093,-0.650630078716425
5,3.5866739749908447,1.2696912288665771,0.5543756264927295,-15.02906343866539,-3.4721206337224007,-27.9527575411184,-0.0072310452165330105,-0.741556532636487
6,3.3117308616638184,1.270475149154663,0.5780399773553372,-16.18138687921423,-3.488741014885091,-27.105875789438613,-0.007045369091970866,-1.3194935218918111
7,2.7492029666900635,1.0447139739990234,0.5468848292711859,-17.01473030371534,-3.720986076080117,-30.17558157790177,-0.007828330830504132,-0.804634448811079
8,2.059699058532715,1.0524241924285889,0.5721415771683909,-14.911660614029486,-3.5556740759939385,-29.320476081148243,-0.0077849410619734065,-0.7241410478480219
9,2.8396799564361572,1.3606441020965576,0.5262574418897505,-14.545090250462707,-3.5970454248918697,-31.105326398326493,-0.008302720078332259,-0.7218273577500227
