CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.606982946395874,0.6373679637908936,0.4980445541054863,-14.031557290786573,-4.147549698194626,-29.210976296057325,-0.010595423939898574,-1.8880999271679144
1,1.455915927886963,1.4718258380889893,0.47905521077479907,-13.693331116710212,-4.046039328314517,-27.425266709905326,-0.010089640764867795,-2.376521544225689
2,2.5099942684173584,1.3720266819000244,0.4776863194453461,-13.533449686453096,-4.282946093476455,-29.772187604448977,-0.010756493673700844,-2.3525081700445725
3,1.7663791179656982,0.9489758014678955,0.48531232560601034,-13.991611622071723,-4.157952090589325,-28.95607832483774,-0.010361742889786307,-2.155311288779636
4,1.4792859554290771,0.7386801242828369,0.5400062872189128,-13.24626749795165,-3.8944163683811497,-26.616669682629198,-0.009539757023278276,-2.108126974397443
5,1.469754934310913,0.747229814529419,0.553820646194736,-13.816744968039963,-3.6517385856036846,-24.68147624897242,-0.009027126096912114,-2.0248840302554214
6,1.4514899253845215,0.7269179821014404,0.49247326539910696,-13.734903299388364,-4.014234984524426,-28.180408384489958,-0.010408806405274987,-2.029511710575953
7,1.4572889804840088,0.6337070465087891,0.6078729247785304,-13.68507296973111,-3.5706021075466334,-22.349801531279326,-0.008233907367701595,-2.447629814003953
8,1.450713872909546,0.7418880462646484,0.4804934318543177,-14.334283241063439,-4.282156573479233,-33.50307320837715,-0.01179633390665011,-1.797107748249438
9,1.5128741264343262,0.648184061050415,0.4640622989019376,-14.060129020817172,-4.062570004518361,-29.926174207936032,-0.010868676175185341,-1.9247565618994713
