CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.7993640899658203,1.7741529941558838,0.5944950502748413,-5.856018204069322,-1.128712659259689,-3.2884305527296953,-0.0013624964707351995,-0.44818893297125584
1,2.8940181732177734,1.2632341384887695,0.6228053354832204,-5.94531286686648,-0.9535021378129668,-2.4242954729066777,-0.0010229594716023678,-0.4049566289483266
2,2.4868931770324707,1.2630829811096191,0.6052275415678185,-5.989801362077827,-1.0007362107786162,-2.537426422934548,-0.001058620942408735,-0.40383132839878044
3,2.5805320739746094,1.3828718662261963,0.6226672171850305,-6.0175132257594015,-1.089910012769024,-2.9815069377745105,-0.0012578654452600018,-0.40450603829922827
4,2.411665916442871,1.4596819877624512,0.4987100285654287,-5.783821109266768,-1.2132448245404677,-3.6092779486214646,-0.0014969458793185901,-0.6167695864381955
5,2.435781717300415,1.536250114440918,0.5354740785381729,-5.807506410320244,-1.2869229438355805,-3.9316622659770655,-0.0016167916306836477,-0.8925227563362697
6,1.8778018951416016,1.2568080425262451,0.618802084879734,-5.817860431673623,-1.0389127087580157,-2.6292845077983724,-0.0011133334902638519,-0.39715967353300385
7,1.7840440273284912,1.2587039470672607,0.5734918265327094,-5.791203773029835,-1.0169543967827375,-2.5212771455475527,-0.001059324178711155,-0.40665876578044546
8,1.839165210723877,1.255115032196045,0.6096492376121272,-5.684616811901407,-1.0495525849021603,-2.738399386061724,-0.0011373420219896325,-0.4309568128941237
9,1.7665150165557861,1.2509880065917969,0.5527726325384021,-5.961684689470772,-1.0839288585749107,-2.9026793755826645,-0.0012151032683103183,-0.889202332092367
