CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.6784660816192627,1.260118007659912,0.48952239007126863,-22.78230150356513,-7.2105258968541115,-86.1149378678736,-0.029577468898240356,-7.722730347377379
1,3.443398952484131,0.630474328994751,0.39477428648740165,-28.82838266978699,-7.429876652882212,-89.56663797922279,-0.035098935558879156,-7.651276343767023
2,2.0027122497558594,1.1523010730743408,0.39587922685901167,-28.836076445686672,-7.8223219340010735,-98.48589588803371,-0.0354279390943205,-8.787939112277549
3,2.4821419715881348,1.252790927886963,0.3778729143554619,-22.90266858237137,-7.54945963945711,-91.10417872902956,-0.03166901584446948,-8.450276887117198
4,2.6995761394500732,1.3643519878387451,0.5083539836222963,-22.868191624166776,-6.744537409339405,-74.86290849508902,-0.027807421034889424,-6.405662357195197
5,3.4400041103363037,1.2606308460235596,0.46179851223046164,-22.93498901928293,-7.286222572050815,-92.05812762443333,-0.030583517136643732,-7.302390572097224
6,2.8295769691467285,1.1640119552612305,0.4474751541077441,-23.027042022964757,-7.290825408462199,-91.01626867607675,-0.03154493431604644,-6.2061424068393265
7,1.8877770900726318,0.8433620929718018,0.42336091229556205,-22.818780631967627,-7.404471797819107,-89.36318347671066,-0.032863728513132656,-8.457242062582388
8,2.383229970932007,1.3772361278533936,0.48053800144742664,-22.91147670376992,-7.128627718645722,-84.52940566919489,-0.029829948453304774,-6.03022608610646
9,2.540466070175171,1.3574962615966797,0.4671062430144459,-22.82306100705643,-7.5174274576802915,-93.34045955952566,-0.03224577097271922,-8.08634000238451
