CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.0030131340026855,1.8475751876831055,0.6408434934630298,-23.249665458035246,-7.724367725314046,-89.68083052784142,-0.030264417828181525,-6.150448787759149
1,1.8304991722106934,1.9227619171142578,0.645952968267864,-23.73195232824802,-7.424863428397396,-86.79583147019683,-0.028519903589421174,-6.632811480927671
2,2.7662711143493652,1.254612922668457,0.6840707403382413,-22.949807082517353,-7.077278867377473,-79.77309133648596,-0.02604294468235462,-6.480583761271561
3,2.443885087966919,1.1520349979400635,0.6373683048997962,-22.121208617321663,-8.186875243038454,-93.75382285777485,-0.030320631664565157,-8.978448121510102
4,2.5236992835998535,1.2697169780731201,0.6035703024605883,-24.495758794615583,-7.991168026631614,-96.93010551361586,-0.03272041735721469,-6.556864349958371
5,2.1285810470581055,1.4262139797210693,0.6558560639234597,-23.34782421513418,-7.236872259331517,-82.5136455599603,-0.028125706328410893,-6.261455358748918
6,2.264374017715454,0.9580390453338623,0.6667582536743395,-21.420576781516125,-7.2796946098331565,-82.06560611233647,-0.027213280889970295,-6.54283685964392
7,1.7198588848114014,1.2616398334503174,0.7225533381887368,-22.596409606366848,-6.7673284050975475,-67.34850175794001,-0.023197558451291678,-6.098372919358589
8,1.6144189834594727,1.2497050762176514,0.7137158411224385,-28.03645061307612,-6.81403217201007,-71.84806215962728,-0.02441753679758818,-5.404309258608727
9,1.7296829223632812,1.481281042098999,0.62525682149395,-23.294145505322085,-8.05935947551996,-96.24492745489101,-0.03064365505371718,-7.794807429516609
