CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.919779062271118,1.7913918495178223,0.9564861229621111,-4.480720969953559,-0.7385323320642443,-1.446952376001083,-0.00038727758860950234,-0.519279030046448
1,2.4747860431671143,1.043565273284912,0.9698136674722564,-4.507998921509866,-0.6311512783591036,-0.984359992292596,-0.0002657118547557498,-0.49200107849013364
2,1.785102128982544,0.8446767330169678,0.9580484627083667,-4.545122905228865,-0.7299806326600646,-1.3207321778863657,-0.00035570804759141935,-0.4548770947711418
3,1.843045949935913,0.8411071300506592,0.9588298958602094,-4.53101876445961,-0.7270671378430317,-1.267465904142201,-0.0003413191883755458,-0.46898123554038307
4,1.8357717990875244,1.0461089611053467,0.9499322611435812,-4.564969456690498,-0.7880444620456286,-1.5650601577124506,-0.0004208319930352077,-0.43503054330950164
5,1.9592978954315186,0.8487660884857178,0.9494976814102085,-4.445283497169939,-0.7729313745828537,-1.5824403978903248,-0.00042526601755906433,-0.554716502830054
6,1.9656319618225098,3.484635829925537,0.9590097129831278,-3.1917087345370945,-0.7027545795923764,-1.2841521926600588,-0.00034481805716941145,-0.5219335095883082
7,2.772425889968872,2.3588099479675293,0.9639637767570076,-4.516112628509198,-0.6801206407459152,-1.1845047457075955,-0.0003180293727741061,-0.48388737149080896
8,3.7348132133483887,1.783829927444458,0.956747709104011,-2.8934076098047328,-0.7436872621054381,-1.3015184461577616,-0.00034962207036016844,-0.4820066603734219
9,3.120640993118286,1.5801739692687988,0.9653855868162279,-2.6426798889014194,-0.6836648176620856,-1.132385598008266,-0.00030689975062226814,-0.4462221069773733
