CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.2528600692749023,0.7336809635162354,0.5878968546293251,-15.893667461969947,-5.355290232737481,-46.50842622335763,-0.023305789577374385,-4.798029163890597
1,1.2658500671386719,0.6362519264221191,0.5465303424822066,-18.746819899561423,-5.529865788506004,-51.11396388999633,-0.025286662480047375,-4.931099828308689
2,1.2603020668029785,0.8409440517425537,0.5535301936856181,-20.36906590590042,-5.2984248786895805,-49.992976566682394,-0.025615832392481715,-4.625248902712862
3,1.2490663528442383,0.6269638538360596,0.6241798664675253,-15.877013616872325,-5.169760734258517,-42.339645804461576,-0.020622296931461528,-4.965322807458136
4,1.2023658752441406,0.6476459503173828,0.5673849113305952,-15.538329166538105,-5.364791175358356,-48.020483395461426,-0.024203517540850948,-4.577933429298454
5,1.2148551940917969,0.6365997791290283,0.6313572779445709,-16.10067010980137,-5.0415315947513335,-41.007149445664155,-0.020424530790752623,-4.7618779006506315
6,1.2244141101837158,0.6389670372009277,0.5863501964833274,-15.626211065066272,-5.283908133844946,-46.06431025683081,-0.023044330108367837,-4.78535049998105
7,1.2815117835998535,1.1460542678833008,0.5871881960040741,-18.43703005307082,-5.308292926265972,-46.503120838283216,-0.023407714827693424,-4.7940920867620775
8,1.475135087966919,0.8418960571289062,0.5722362609633476,-19.499018571583342,-5.441453252126028,-48.54475010530646,-0.02441854620918358,-4.710777658203902
9,1.318371295928955,0.6328718662261963,0.5650609144281946,-15.638329324867449,-5.386896547629768,-48.307242801697136,-0.02421667202951169,-4.790104695750564
