CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.591521978378296,1.2572298049926758,0.8245559269741339,-26.347534200740228,-2.6819445931408423,-37.075568607149606,-0.00928768301241886,-0.8703006816335375
1,2.522693157196045,1.272657871246338,0.852989202238685,-26.33411143943745,-2.584789029183612,-33.30242490581189,-0.008435071379232061,-0.8342111747513599
2,2.364640951156616,1.1553199291229248,0.8468930643411985,-25.726664690996714,-2.5237065593638595,-31.89115499582629,-0.008416310112661753,-0.6761086444777931
3,1.9266960620880127,1.2597618103027344,0.7489259081330368,-27.1194475051536,-3.0752141350593543,-54.669326387376934,-0.014941253731977957,-0.8624281257377646
4,1.9190778732299805,1.2526981830596924,0.7929944885155215,-27.10461286470033,-2.697203591943478,-43.90981322717397,-0.011887149264498714,-0.802036836338516
5,1.8689191341400146,1.7166321277618408,0.802498774732095,-26.581699592073974,-2.672686737491477,-41.02465512010623,-0.010395589558127732,-0.9167171561421554
6,2.629983425140381,1.2680728435516357,0.7856027058306039,-26.939537361254708,-2.835052338125849,-45.260963510818016,-0.012451664840492375,-0.8740582772423835
7,2.822402000427246,1.2622900009155273,0.8591718403161603,-26.934137475688928,-2.4600260280351582,-28.595838650384398,-0.007622609925387672,-0.7637068422698405
8,2.2778470516204834,1.3768501281738281,0.835664856861669,-26.174147060506726,-2.550272303542956,-31.968197157259056,-0.00800869550617904,-0.820359959161479
9,3.0545361042022705,1.6378419399261475,0.8581322810140322,-26.205670418239066,-2.4677983744701217,-30.3366483016085,-0.007718250643261151,-0.8306136972823737
