CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.393947124481201,1.429366111755371,0.769246817073252,-20.072799786657896,-3.5412305257057626,-33.70055016351502,-0.00846123744413406,-1.9760456635198267
1,2.1588027477264404,1.260883092880249,0.7803213364996124,-20.179848481435833,-3.3091866926409352,-31.52224222009176,-0.007844294831377364,-1.1153794765779352
2,2.1664750576019287,2.67651104927063,0.7934375895004386,-20.100837531288654,-3.3051619803330925,-30.313710566826522,-0.007781205214522754,-2.1492710657883833
3,2.8990628719329834,1.5853002071380615,0.8056660205707147,-20.21522625639153,-3.044006911630194,-28.08573224491026,-0.007098947655169024,-1.2982872525287306
4,2.1907689571380615,1.2652630805969238,0.7620372486907899,-20.05815532156698,-3.9012427991274956,-35.7864949249904,-0.009020185550958737,-2.2986449347473226
5,2.119748115539551,0.9514801502227783,0.7773983793226508,-20.267908889005255,-3.5053065778546295,-32.68297520365538,-0.008292232367132536,-2.0830419038670698
6,2.2272229194641113,1.2493891716003418,0.7638461235362527,-20.228897492966226,-3.48461023504768,-35.33994957250456,-0.008813186231630549,-1.24933950136532
7,2.9575371742248535,1.4515907764434814,0.7814685242894355,-19.943831500404528,-3.6972395714080966,-33.16999009127992,-0.008559585911387503,-2.4983418515309808
8,2.3124918937683105,1.2650980949401855,0.8095778255142326,-19.893381434686596,-3.305617471072115,-28.53645298488833,-0.007559152475082148,-1.6885240256696008
9,2.0885050296783447,1.2610571384429932,0.7992965144404595,-20.05257695767844,-3.341011387225444,-29.285643640390393,-0.00753641702415841,-2.2360790129020103
