CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.568052053451538,0.7335841655731201,0.7630675268468772,-24.399772085819617,-3.763248751575555,-36.93546423176133,-0.02562748701516033,-1.7719244510059813
1,1.3752169609069824,0.6396100521087646,0.7652163677969099,-22.677721975811593,-3.6164537406356034,-36.36337257770433,-0.026700383959748813,-1.8193016497497183
2,1.4116551876068115,0.6361119747161865,0.8129679489626084,-24.347102664833063,-3.3011806890546582,-29.968033822347167,-0.022238098559977063,-1.7876858188030695
3,1.40067720413208,0.646702766418457,0.6736620762476098,-24.702874818551532,-4.353536366684906,-51.784434282983256,-0.03717929822246591,-1.6971251814484702
4,1.4266388416290283,0.7378602027893066,0.7758659509213945,-24.507883625912175,-3.723727381342877,-34.33345518340741,-0.025206486118857035,-1.8524753312079874
5,1.393979787826538,0.635124921798706,0.8587383859906895,-24.36157397418344,-2.978637506957526,-21.328108438240175,-0.013824347245865029,-1.8775476610762638
6,1.411620855331421,0.6344802379608154,0.744788269215056,-24.485308741380642,-3.6524769989259687,-40.05460251920664,-0.029331578270825002,-1.6923505225335802
7,1.4776511192321777,1.4627788066864014,0.7854678783161252,-24.421143506084363,-3.380536691127297,-30.85232633121235,-0.021027581821620074,-1.8942765180629983
8,1.8370590209960938,0.7477259635925293,0.7627438160568524,-24.555502851254868,-3.6866158244352167,-36.32355708237053,-0.026956122267379354,-1.8444971487451305
9,1.389641284942627,0.7429587841033936,0.7555161522694059,-24.51153598059969,-3.9080702065609785,-37.6200528565715,-0.026456931546716474,-1.906336614837997
