CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.8132901191711426,1.0439929962158203,0.7021295861616483,-1.2885039767317537,-0.3751288995325526,-0.22201840687206748,-0.00012557991560720647,-0.2823710739475018
1,3.3687169551849365,0.6389038562774658,0.777838331731592,-1.0869733814723403,-0.3433901293014569,-0.1755206624710544,-9.935174626367434e-05,-0.24388413521136698
2,1.4994361400604248,0.6492409706115723,0.6982222047573144,-1.5615086151944837,-0.3796848500467084,-0.23250795784321235,-0.00013127799483819526,-0.2970075633894709
3,1.473876953125,0.6321709156036377,0.757809702728228,-1.3161347798279621,-0.34274148958764683,-0.18396826288937432,-0.00010434359194697054,-0.23548849462672905
4,1.46555495262146,0.639117956161499,0.7317587436397496,-1.5573187863041795,-0.356809731825486,-0.20725205574759092,-0.00011712540065554077,-0.27565928341892487
5,1.4663047790527344,0.6269590854644775,0.7427113092678419,-1.2622950633706935,-0.36684538194762745,-0.20216544595291713,-0.00011405173530358687,-0.29405614536561586
6,1.4948086738586426,0.7391512393951416,0.7338032777314927,-1.1981186309981382,-0.3710097270575262,-0.20526257332297598,-0.00011639701249481362,-0.2885540348303657
7,1.4835968017578125,0.648942232131958,0.7233710122633852,-1.3117867703272879,-0.38096386475022903,-0.2257506220288529,-0.00012704678635154238,-0.2892779118801343
8,1.4927730560302734,0.7469620704650879,0.698378969228651,-1.5382240876295583,-0.36199647324845874,-0.20973705558673983,-0.00011949134119659013,-0.3059825606918949
9,1.6591811180114746,0.7371079921722412,0.7334447336715897,-1.4702096818488783,-0.36784241932297124,-0.20897345636324527,-0.0001182238158310966,-0.3024557616205641
