CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,3.6246960163116455,1.0430757999420166,0.6050473464657502,-1.6778245018386784,-0.2846580842792188,-0.25430397358230744,-0.00010621795196907332,-0.11027551322993645
1,2.1587281227111816,1.1472060680389404,0.5553763183312224,-1.6684839243359733,-0.29667175029837695,-0.24935507650709496,-0.00010405290083708617,-0.11559927644302093
2,2.3577139377593994,1.471095085144043,0.6140833014531777,-1.6752865926886642,-0.29698847135239004,-0.26732186690142856,-0.00011114317952053833,-0.1192598082139682
3,2.759861946105957,1.145442247390747,0.5595843264200575,-1.691072379348114,-0.3079533427217521,-0.29355246827367426,-0.00012238140199655133,-0.1020294699008133
4,2.580249071121216,1.2576899528503418,0.6498073896028402,-1.670088430719332,-0.27909778861938855,-0.23390300262937636,-9.741201117159541e-05,-0.11944656085231742
5,3.4462080001831055,1.5807180404663086,0.6086155661581136,-1.6719821974237519,-0.29729966923805135,-0.2570141314573768,-0.00010711791206283908,-0.11543301962330332
6,3.613032817840576,1.4834632873535156,0.6559178440537672,-1.6764358836286988,-0.2621174482170674,-0.22807961984786582,-9.513765391090754e-05,-0.11266139327067748
7,2.425010919570923,1.2661540508270264,0.5657935748500584,-1.6715261930448548,-0.2963168621976856,-0.25468027998848225,-0.00010619677475071935,-0.1106707576393191
8,2.922560930252075,1.267129898071289,0.6313987127591696,-1.6665053081091301,-0.2856600467805364,-0.25002169213160286,-0.00010409052115445957,-0.11093175303428637
9,2.2582757472991943,1.2632842063903809,0.6497705733025856,-1.6668427901075091,-0.2664064592036542,-0.22896990227413327,-9.51712927412072e-05,-0.12479465699250625
