CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.9409887790679932,0.7366700172424316,0.6729517230889438,-3.246083214728287,-0.8526161453853703,-1.2037550117528395,-0.00033248170282023124,-0.6183342757209402
1,1.6693708896636963,0.7285768985748291,0.6491585397335431,-3.0690580066648394,-0.872938399955294,-1.167903060167175,-0.00032210342251618736,-0.5965067146559377
2,1.7027959823608398,1.3551948070526123,0.6642137178081586,-3.1710138255381963,-0.8667739319286202,-1.190226263860012,-0.0003275537290948797,-0.6111254067360932
3,1.9980988502502441,1.1597790718078613,0.6454674653044915,-3.065888089209274,-0.8575836008632235,-1.1969336573157712,-0.0003301168671881647,-0.6019320104201888
4,1.809480905532837,0.6405560970306396,0.6988462681738075,-3.167730910520163,-0.8210579276061667,-0.9997531054711304,-0.0002740727016643336,-0.6016512729199661
5,1.60837984085083,0.8334457874298096,0.5717628978916058,-3.182074739310032,-0.9142684430256526,-1.3503968517012415,-0.00037051468932246153,-0.6094963166921659
6,1.4834339618682861,0.6440169811248779,0.6375504074822089,-3.109191013807795,-0.8834148260449962,-1.2302421718627465,-0.0003393414550427052,-0.5904038098366406
7,1.5350878238677979,0.7486529350280762,0.6531957624939625,-2.9548140394522946,-0.8734443753367898,-1.1854028455799148,-0.0003272512329346434,-0.6099648899897474
8,1.4699678421020508,0.6515481472015381,0.6472644048094796,-3.2316863071279442,-0.8935402394766409,-1.3017012381027449,-0.0003602834253397764,-0.5812943939181103
9,1.4518938064575195,0.6496162414550781,0.6660029560938349,-3.1097612505374883,-0.8447711598043577,-1.1498892876974174,-0.0003154479292799078,-0.64971695388369
