CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.1017720699310303,0.9436838626861572,0.49482517785235813,-6.7978404236906655,-2.557789473171204,-11.647958891299218,-0.003597094081087361,-3.1968631129796563
1,1.9196088314056396,1.3286890983581543,0.36166842808158617,-6.748757683280104,-2.8616811068781773,-13.829412912270577,-0.004293804276012031,-3.533010142022107
2,1.9630241394042969,1.1508066654205322,0.4049584887965181,-7.253192290319021,-2.8311615898503804,-14.085749646306278,-0.0044210786950291915,-3.2287545559106547
3,1.841853141784668,1.258605718612671,0.4170898492630938,-6.774470149305245,-2.773133910991842,-13.541761129747076,-0.004227619030460417,-3.2231990620753734
4,2.0450029373168945,1.152428150177002,0.4388158814604408,-6.805202920150776,-2.6719199482609204,-13.516186376788234,-0.004264669832261289,-3.185597414019554
5,2.1912920475006104,0.9346890449523926,0.4503438206840785,-6.792708907629155,-2.454465039312151,-12.192920948034693,-0.0038318101772997744,-3.0430531939590963
6,1.9985568523406982,1.2900660037994385,0.4743349188307615,-6.750970439620282,-2.6063986492415396,-11.706112268704084,-0.003603418070696257,-3.229600404927602
7,2.6441762447357178,1.149005651473999,0.38979173873805584,-6.8188248946167676,-2.93451245879856,-15.11800427286827,-0.004764734992931963,-3.475045543423974
8,1.9393730163574219,1.0300722122192383,0.4139059978233912,-7.251841984723491,-2.747805415387688,-14.077647888492839,-0.004441574116775099,-3.1784098282875632
9,2.0871081352233887,1.2727527618408203,0.4234009663646333,-6.728924302233459,-2.381388132221076,-11.238562474544308,-0.0034794762144824062,-3.259569075478005
